experiment,experiment_name,condition,condition_idx,n_components,alpha,var_thresh,corr_thresh,n_full,n_dedup,n_features,r2_full,r2_dedup,mae_full,mae_dedup,std_r2_full,std_r2_dedup,delta_r2,n_seeds
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.01,1.0,20,13,62,0.2858560741780539,0.22936553497857504,0.051166088865054214,0.06106246026825358,0.0,0.0,0.056490539199478884,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.01,1.0,20,13,62,0.44668046635065894,0.34255799526285546,0.046728712903137716,0.05781755479257166,0.0,0.0,0.10412247108780348,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.01,1.0,20,13,62,-0.4586147816571464,-0.6530875864376995,0.06346875596857396,0.07096231836667789,0.0,0.0,0.19447280478055307,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.01,1.0,20,13,62,-0.17211356653991783,-0.36294757125013666,0.0508969843565635,0.07179153660248004,0.0,0.0,0.19083400471021883,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.01,1.0,20,13,62,0.34846430096026565,0.10733261912427661,0.04993698536292555,0.06105454944027986,5.551115123125783e-17,0.0,0.24113168183598904,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.01,1.0,20,13,62,0.322530846903215,0.10733261912427661,0.05165712517077368,0.06105454944027986,0.0,0.0,0.21519822777893838,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.05,0.8,20,13,5,-0.18029263488939784,0.22294362258777356,0.06852410066636247,0.05812410366136773,0.0,0.0,-0.4032362574771714,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.05,0.8,20,13,5,0.40023817503963405,0.21886056567982448,0.046889821767110755,0.0626435521389491,5.551115123125783e-17,0.0,0.18137760935980957,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.05,0.8,20,13,5,0.3536731983676995,-0.006565379296782581,0.050005010146844296,0.07185471933928184,0.0,0.0,0.3602385776644821,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.05,0.8,20,13,5,0.3184451233423943,-0.08347758774413117,0.05295348659860858,0.07644624889604892,0.0,0.0,0.40192271108652544,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.05,0.8,20,13,5,0.3184451233423943,-0.08347758774413117,0.05295348659860858,0.07644624889604892,0.0,0.0,0.40192271108652544,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.05,0.8,20,13,5,0.3184451233423943,-0.08347758774413117,0.05295348659860858,0.07644624889604892,0.0,0.0,0.40192271108652544,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.05,0.8,20,13,5,0.3184451233423943,-0.08347758774413117,0.05295348659860858,0.07644624889604892,0.0,0.0,0.40192271108652544,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.05,0.85,20,13,8,0.2329464658036785,0.14325491350004937,0.05197337162572061,0.06060254461362872,0.0,0.0,0.08969155230362913,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.05,0.85,20,13,8,0.3063329413711071,0.2509441661226346,0.0513882965667713,0.06056140408860714,0.0,0.0,0.05538877524847252,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.05,0.85,20,13,8,0.3670919468276271,0.07916704721560186,0.04865246280107587,0.06838881154923411,5.551115123125783e-17,0.0,0.2879248996120252,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.05,0.85,20,13,8,-0.12208988291541334,0.02389734351218009,0.07054038381144077,0.07230901286067619,0.0,0.0,-0.14598722642759343,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.05,0.85,20,13,8,0.2850047206815902,0.02389734351218009,0.05444235945958431,0.07230901286067619,0.0,0.0,0.2611073771694101,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.05,0.85,20,13,8,0.2850047206815902,0.02389734351218009,0.05444235945958431,0.07230901286067619,0.0,0.0,0.2611073771694101,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.05,0.85,20,13,8,0.2850047206815902,0.02389734351218009,0.05444235945958431,0.07230901286067619,0.0,0.0,0.2611073771694101,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.05,0.9,20,13,11,0.31229119393387206,0.33215682136726044,0.05051327904767925,0.05515671919061658,0.0,0.0,-0.019865627433388378,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.05,0.9,20,13,11,0.29008157736075524,0.17517579878663236,0.050808825652149316,0.061060048113165864,0.0,0.0,0.11490577857412287,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.05,0.9,20,13,11,0.44236715680352745,0.2584041913667332,0.052029822271353644,0.05674474684299511,0.0,0.0,0.18396296543679425,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.05,0.9,20,13,11,0.13279188987037516,-0.4223073172072034,0.060338993735692716,0.08187920286826238,0.0,0.0,0.5550992070775785,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.05,0.9,20,13,11,0.10555597034670505,0.3176939266714357,0.05465041308565677,0.05074500197779545,0.0,0.0,-0.21213795632473065,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.05,0.9,20,13,11,0.5156594608710696,0.31713461687174394,0.04245456012393389,0.0505487442700397,0.0,0.0,0.19852484399932568,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.05,0.9,20,13,11,0.5156594608710696,0.31713461687174394,0.04245456012393389,0.0505487442700397,0.0,0.0,0.19852484399932568,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.05,0.95,20,13,20,0.3414495087552856,0.3796444703315453,0.04924526334643218,0.05600018277882235,5.551115123125783e-17,5.551115123125783e-17,-0.03819496157625968,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.05,0.95,20,13,20,0.3583098784680998,0.28202348447208125,0.04898090611283303,0.06106119134845351,0.0,0.0,0.07628639399601855,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.05,0.95,20,13,20,0.49578643137205375,0.38326983542068516,0.04586206232403242,0.05511159942096019,5.551115123125783e-17,0.0,0.11251659595136859,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.05,0.95,20,13,20,-0.07715214570160334,0.24481308688125059,0.05416149573298562,0.04920078371211408,0.0,0.0,-0.3219652325828539,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.05,0.95,20,13,20,-0.4154164049578608,-0.2748241226207653,0.05888889091461802,0.075880894817458,0.0,0.0,-0.14059228233709553,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.05,0.95,20,13,20,0.4647000074654682,0.09844309559507469,0.04414949675615523,0.06396844607014615,5.551115123125783e-17,0.0,0.3662569118703935,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.05,0.95,20,13,20,0.5485276246854611,0.09844309559507469,0.03900365186007569,0.06396844607014615,0.0,0.0,0.45008452909038643,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.05,1.0,20,13,50,0.3675875894115199,0.34611946858711634,0.04769493369454079,0.05649867034343246,0.0,5.551115123125783e-17,0.02146812082440358,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.05,1.0,20,13,50,0.33473527060329533,0.2461526088435404,0.04949301165302652,0.06156867656855838,0.0,0.0,0.08858266175975493,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.05,1.0,20,13,50,0.46620804410099365,0.326577136716941,0.04716625072208231,0.057442814603033056,5.551115123125783e-17,0.0,0.13963090738405265,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.05,1.0,20,13,50,0.0048085754855815566,-0.35211591572418066,0.0572234853426716,0.06610798218001883,0.0,0.0,0.3569244912097622,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.05,1.0,20,13,50,-0.1372863203124377,-1.2557861966682697,0.051073470347167325,0.08916489009717236,0.0,0.0,1.118499876355832,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.05,1.0,20,13,50,0.4020949181857352,0.05267129789555003,0.04472879277350652,0.06449821379818373,0.0,0.0,0.34942362029018514,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.05,1.0,20,13,50,0.08870406568355893,0.05267129789555003,0.05621135876587354,0.06449821379818373,0.0,0.0,0.0360327677880089,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.1,0.8,20,13,5,-0.18029263488939784,0.22294362258777356,0.06852410066636247,0.05812410366136773,0.0,0.0,-0.4032362574771714,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.1,0.8,20,13,5,0.40023817503963405,0.21886056567982448,0.046889821767110755,0.0626435521389491,5.551115123125783e-17,0.0,0.18137760935980957,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.1,0.8,20,13,5,0.3536731983676995,-0.006565379296782581,0.050005010146844296,0.07185471933928184,0.0,0.0,0.3602385776644821,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.1,0.8,20,13,5,0.3184451233423943,-0.08347758774413117,0.05295348659860858,0.07644624889604892,0.0,0.0,0.40192271108652544,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.1,0.8,20,13,5,0.3184451233423943,-0.08347758774413117,0.05295348659860858,0.07644624889604892,0.0,0.0,0.40192271108652544,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.1,0.8,20,13,5,0.3184451233423943,-0.08347758774413117,0.05295348659860858,0.07644624889604892,0.0,0.0,0.40192271108652544,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.1,0.8,20,13,5,0.3184451233423943,-0.08347758774413117,0.05295348659860858,0.07644624889604892,0.0,0.0,0.40192271108652544,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.1,0.85,20,13,8,0.2329464658036785,0.14325491350004937,0.05197337162572061,0.06060254461362872,0.0,0.0,0.08969155230362913,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.1,0.85,20,13,8,0.3063329413711071,0.2509441661226346,0.0513882965667713,0.06056140408860714,0.0,0.0,0.05538877524847252,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.1,0.85,20,13,8,0.3670919468276271,0.07916704721560186,0.04865246280107587,0.06838881154923411,5.551115123125783e-17,0.0,0.2879248996120252,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.1,0.85,20,13,8,-0.12208988291541334,0.02389734351218009,0.07054038381144077,0.07230901286067619,0.0,0.0,-0.14598722642759343,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.1,0.85,20,13,8,0.2850047206815902,0.02389734351218009,0.05444235945958431,0.07230901286067619,0.0,0.0,0.2611073771694101,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.1,0.85,20,13,8,0.2850047206815902,0.02389734351218009,0.05444235945958431,0.07230901286067619,0.0,0.0,0.2611073771694101,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.1,0.85,20,13,8,0.2850047206815902,0.02389734351218009,0.05444235945958431,0.07230901286067619,0.0,0.0,0.2611073771694101,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.1,0.9,20,13,11,0.31229119393387206,0.33215682136726044,0.05051327904767925,0.05515671919061658,0.0,0.0,-0.019865627433388378,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.1,0.9,20,13,11,0.29008157736075524,0.17517579878663236,0.050808825652149316,0.061060048113165864,0.0,0.0,0.11490577857412287,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.1,0.9,20,13,11,0.44236715680352745,0.2584041913667332,0.052029822271353644,0.05674474684299511,0.0,0.0,0.18396296543679425,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.1,0.9,20,13,11,0.13279188987037516,-0.4223073172072034,0.060338993735692716,0.08187920286826238,0.0,0.0,0.5550992070775785,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.1,0.9,20,13,11,0.10555597034670505,0.3176939266714357,0.05465041308565677,0.05074500197779545,0.0,0.0,-0.21213795632473065,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.1,0.9,20,13,11,0.5156594608710696,0.31713461687174394,0.04245456012393389,0.0505487442700397,0.0,0.0,0.19852484399932568,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.1,0.9,20,13,11,0.5156594608710696,0.31713461687174394,0.04245456012393389,0.0505487442700397,0.0,0.0,0.19852484399932568,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.1,0.95,20,13,19,0.30681012771624794,0.3432084379842267,0.050342802556839095,0.057381030290153116,0.0,5.551115123125783e-17,-0.03639831026797874,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.1,0.95,20,13,19,0.3298526964568197,0.2544777197080915,0.05038092193451523,0.06272068888667544,0.0,0.0,0.07537497674872817,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.1,0.95,20,13,19,0.4665715516802262,0.348286261284356,0.04782529764309881,0.05755825028487846,5.551115123125783e-17,0.0,0.11828529039587016,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.1,0.95,20,13,19,-0.3397484059966205,-0.14440449475084982,0.059764708278997825,0.0645447998965008,0.0,0.0,-0.19534391124577066,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.1,0.95,20,13,19,-1.0660420331338893,-0.8232037037424793,0.07774676901725454,0.08720616459163828,0.0,0.0,-0.24283832939141003,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.1,0.95,20,13,19,0.6796201557714622,-0.056775516755692035,0.03671372545644864,0.07000152834856867,0.0,0.0,0.7363956725271542,3
1,Arginine on CEX (pH 6),0M,0,15,0.1,0.1,0.95,20,13,19,0.7178797623577693,-0.056775516755692035,0.03346308396292574,0.07000152834856867,0.0,0.0,0.7746552791134613,3
1,Arginine on CEX (pH 6),0M,0,1,0.1,0.1,1.0,20,13,48,0.35680286766214997,0.332273574330483,0.048063589461248356,0.056955479337754376,0.0,0.0,0.02452929333166698,3
1,Arginine on CEX (pH 6),0M,0,2,0.1,0.1,1.0,20,13,48,0.3270430430150838,0.23643895187570585,0.04976224005765902,0.06203979629394382,0.0,0.0,0.09060409113937795,3
1,Arginine on CEX (pH 6),0M,0,3,0.1,0.1,1.0,20,13,48,0.4580391154244167,0.32224244444205363,0.04790521184925125,0.058016299792009805,5.551115123125783e-17,0.0,0.1357966709823631,3
1,Arginine on CEX (pH 6),0M,0,6,0.1,0.1,1.0,20,13,48,-0.18783728540349864,-0.5005384073347132,0.06229318715768167,0.07359311688115094,0.0,0.0,0.3127011219312146,3
1,Arginine on CEX (pH 6),0M,0,9,0.1,0.1,1.0,20,13,48,-0.6437085866737255,-2.3839442397135917,0.06433157524512112,0.10444272286574445,0.0,0.0,1.7402356530398662,3
1,Arginine on CEX (pH 6),0M,0,12,0.1,0.1,1.0,20,13,48,0.05861298896687417,-0.1861041520071829,0.0481337999502644,0.07337775460145979,0.0,0.0,0.24471714097405706,3
