experiment,experiment_name,condition,condition_idx,n_components,alpha,var_thresh,corr_thresh,n_full,n_dedup,n_features,r2_full,r2_dedup,mae_full,mae_dedup,std_r2_full,std_r2_dedup,delta_r2,n_seeds
2,Arginine on Capto MMC (pH 6),0M,0,3,0.1,0.05,0.9,21,14,12,-0.31038685680229916,-0.6266927832762077,0.3383010265716146,0.4184419548202046,0.0,0.0,0.31630592647390854,3
2,Arginine on Capto MMC (pH 6),0M,0,6,0.1,0.05,0.9,21,14,12,0.05440351072904459,-0.14951482221916979,0.26664577082318636,0.2928941468112572,0.0,0.0,0.20391833294821438,3
2,Arginine on Capto MMC (pH 6),0M,0,9,0.1,0.05,0.9,21,14,12,-0.7437868586170143,-0.22520527227640774,0.35560060221728396,0.3578521807174874,1.1102230246251565e-16,0.0,-0.5185815863406066,3
2,Arginine on Capto MMC (pH 6),0M,0,12,0.1,0.05,0.9,21,14,12,-0.507136411500887,-0.023758765497221557,0.31268970577093297,0.3039427160481069,0.0,0.0,-0.4833776460036654,3
2,Arginine on Capto MMC (pH 6),0M,0,15,0.1,0.05,0.9,21,14,12,-0.507136411500887,-0.023758765497221557,0.31268970577093297,0.3039427160481069,0.0,0.0,-0.4833776460036654,3
2,Arginine on Capto MMC (pH 6),0M,0,1,0.1,0.05,0.95,21,14,21,-0.07263851937541088,-0.13047874254609293,0.29164909257675886,0.3393463672537434,0.0,0.0,0.05784022317068205,3
2,Arginine on Capto MMC (pH 6),0M,0,2,0.1,0.05,0.95,21,14,21,-0.11912988948038827,-0.27703624391827053,0.3127852749466021,0.3694088104751641,0.0,0.0,0.15790635443788226,3
2,Arginine on Capto MMC (pH 6),0M,0,3,0.1,0.05,0.95,21,14,21,-0.16678050152005364,-0.4195837380526781,0.3161915302407856,0.3836091893089723,0.0,0.0,0.2528032365326245,3
2,Arginine on Capto MMC (pH 6),0M,0,6,0.1,0.05,0.95,21,14,21,0.06393109006125497,0.38363473635052064,0.26532422558015034,0.24057810374248204,0.0,5.551115123125783e-17,-0.3197036462892657,3
2,Arginine on Capto MMC (pH 6),0M,0,9,0.1,0.05,0.95,21,14,21,-0.8953418881568845,0.23582835992141826,0.3227973277847527,0.26704475399404587,1.1102230246251565e-16,0.0,-1.1311702480783028,3
2,Arginine on Capto MMC (pH 6),0M,0,12,0.1,0.05,0.95,21,14,21,-0.28498617397351667,-0.11124401114373939,0.3121461577019105,0.3311691107350802,0.0,0.0,-0.17374216282977728,3
2,Arginine on Capto MMC (pH 6),0M,0,15,0.1,0.05,0.95,21,14,21,0.2577044577039749,-0.11124401114373939,0.2360436507904576,0.3311691107350802,0.0,0.0,0.36894846884771426,3
2,Arginine on Capto MMC (pH 6),0M,0,1,0.1,0.05,1.0,21,14,49,-0.04619255969884106,-0.06922699614194316,0.2854363481644094,0.32663892385569065,0.0,0.0,0.023034436443102102,3
2,Arginine on Capto MMC (pH 6),0M,0,2,0.1,0.05,1.0,21,14,49,-0.07679215667140848,-0.16285834709896108,0.3043806553624701,0.3493476376244053,0.0,0.0,0.08606619042755259,3
2,Arginine on Capto MMC (pH 6),0M,0,3,0.1,0.05,1.0,21,14,49,-0.30551750776002784,-0.5587008161999198,0.3322281049926364,0.3996453344454883,0.0,0.0,0.253183308439892,3
2,Arginine on Capto MMC (pH 6),0M,0,6,0.1,0.05,1.0,21,14,49,0.003780495828499819,-0.7013861780660919,0.2772441867699819,0.37354819794113453,0.0,0.0,0.7051666738945918,3
2,Arginine on Capto MMC (pH 6),0M,0,9,0.1,0.05,1.0,21,14,49,-0.6392507055681156,-0.16512478205298997,0.30701950979720366,0.3159248216649511,0.0,0.0,-0.4741259235151256,3
2,Arginine on Capto MMC (pH 6),0M,0,12,0.1,0.05,1.0,21,14,49,-0.2931964369566,-0.12475580557741628,0.32188047976497136,0.3307052989151073,0.0,0.0,-0.16844063137918375,3
2,Arginine on Capto MMC (pH 6),0M,0,15,0.1,0.05,1.0,21,14,49,-0.4260188735190451,-0.12475580557741628,0.31737382704540507,0.3307052989151073,0.0,0.0,-0.3012630679416288,3
2,Arginine on Capto MMC (pH 6),0M,0,1,0.1,0.1,0.8,21,14,6,-0.14683911411096728,-0.18892801470877396,0.3107181351640019,0.35745780801900456,0.0,0.0,0.04208890059780668,3
2,Arginine on Capto MMC (pH 6),0M,0,2,0.1,0.1,0.8,21,14,6,-0.12391987715084296,-0.34325381562142665,0.3173228048669606,0.3903648346188757,0.0,0.0,0.2193339384705837,3
2,Arginine on Capto MMC (pH 6),0M,0,3,0.1,0.1,0.8,21,14,6,-0.1900702688455953,-0.7282166032824096,0.3237773538311083,0.4341699407472293,0.0,0.0,0.5381463344368143,3
2,Arginine on Capto MMC (pH 6),0M,0,6,0.1,0.1,0.8,21,14,6,-0.034980085678212314,-1.1635766920635007,0.29672573026325566,0.4838500659127636,0.0,0.0,1.1285966063852884,3
2,Arginine on Capto MMC (pH 6),0M,0,9,0.1,0.1,0.8,21,14,6,-0.034980085678212314,-1.1635766920635007,0.29672573026325566,0.4838500659127636,0.0,0.0,1.1285966063852884,3
2,Arginine on Capto MMC (pH 6),0M,0,12,0.1,0.1,0.8,21,14,6,-0.034980085678212314,-1.1635766920635007,0.29672573026325566,0.4838500659127636,0.0,0.0,1.1285966063852884,3
2,Arginine on Capto MMC (pH 6),0M,0,15,0.1,0.1,0.8,21,14,6,-0.034980085678212314,-1.1635766920635007,0.29672573026325566,0.4838500659127636,0.0,0.0,1.1285966063852884,3
2,Arginine on Capto MMC (pH 6),0M,0,1,0.1,0.1,0.85,21,14,7,-0.11331441769272388,-0.2601057032676539,0.3034730128209208,0.3710941091851163,0.0,0.0,0.14679128557493004,3
2,Arginine on Capto MMC (pH 6),0M,0,2,0.1,0.1,0.85,21,14,7,-0.16165972449962362,-0.30881720331679396,0.3238768726049951,0.38313080107626013,0.0,0.0,0.14715747881717034,3
2,Arginine on Capto MMC (pH 6),0M,0,3,0.1,0.1,0.85,21,14,7,-0.16921022951249487,-0.6681992712575688,0.32284272423222937,0.4244746398510104,0.0,0.0,0.49898904174507397,3
2,Arginine on Capto MMC (pH 6),0M,0,6,0.1,0.1,0.85,21,14,7,-0.19279413670982892,-0.289275908745396,0.32244300914650265,0.37843817838474436,0.0,0.0,0.09648177203556707,3
2,Arginine on Capto MMC (pH 6),0M,0,9,0.1,0.1,0.85,21,14,7,0.024736241476889465,-0.289275908745396,0.27462044928736873,0.37843817838474436,0.0,0.0,0.31401215022228546,3
2,Arginine on Capto MMC (pH 6),0M,0,12,0.1,0.1,0.85,21,14,7,0.024736241476889465,-0.289275908745396,0.27462044928736873,0.37843817838474436,0.0,0.0,0.31401215022228546,3
2,Arginine on Capto MMC (pH 6),0M,0,15,0.1,0.1,0.85,21,14,7,0.024736241476889465,-0.289275908745396,0.27462044928736873,0.37843817838474436,0.0,0.0,0.31401215022228546,3
2,Arginine on Capto MMC (pH 6),0M,0,1,0.1,0.1,0.9,21,14,12,-0.12243406989614836,-0.17805596526701128,0.30574007044692,0.3564993654006076,0.0,0.0,0.05562189537086293,3
2,Arginine on Capto MMC (pH 6),0M,0,2,0.1,0.1,0.9,21,14,12,-0.1839813918526778,-0.35451285146330735,0.3245072218522956,0.38769833944785287,0.0,0.0,0.17053145961062954,3
2,Arginine on Capto MMC (pH 6),0M,0,3,0.1,0.1,0.9,21,14,12,-0.31038685680229916,-0.6266927832762077,0.3383010265716146,0.4184419548202046,0.0,0.0,0.31630592647390854,3
2,Arginine on Capto MMC (pH 6),0M,0,6,0.1,0.1,0.9,21,14,12,0.05440351072904459,-0.14951482221916979,0.26664577082318636,0.2928941468112572,0.0,0.0,0.20391833294821438,3
2,Arginine on Capto MMC (pH 6),0M,0,9,0.1,0.1,0.9,21,14,12,-0.7437868586170143,-0.22520527227640774,0.35560060221728396,0.3578521807174874,1.1102230246251565e-16,0.0,-0.5185815863406066,3
2,Arginine on Capto MMC (pH 6),0M,0,12,0.1,0.1,0.9,21,14,12,-0.507136411500887,-0.023758765497221557,0.31268970577093297,0.3039427160481069,0.0,0.0,-0.4833776460036654,3
2,Arginine on Capto MMC (pH 6),0M,0,15,0.1,0.1,0.9,21,14,12,-0.507136411500887,-0.023758765497221557,0.31268970577093297,0.3039427160481069,0.0,0.0,-0.4833776460036654,3
2,Arginine on Capto MMC (pH 6),0M,0,1,0.1,0.1,0.95,21,14,20,-0.07724250798236554,-0.14157198581545694,0.29235211310694514,0.34161662313454305,0.0,0.0,0.0643294778330914,3
2,Arginine on Capto MMC (pH 6),0M,0,2,0.1,0.1,0.95,21,14,20,-0.12144928955296885,-0.2834240269688888,0.3130213776292474,0.37193700811448344,0.0,0.0,0.16197473741591994,3
2,Arginine on Capto MMC (pH 6),0M,0,3,0.1,0.1,0.95,21,14,20,-0.1724228135378567,-0.4305021612687041,0.3166803367006645,0.38718672703175194,0.0,0.0,0.2580793477308474,3
2,Arginine on Capto MMC (pH 6),0M,0,6,0.1,0.1,0.95,21,14,20,-0.06908822620992816,-0.11720370608536745,0.2729124791253194,0.3526977721856935,0.0,0.0,0.04811547987543929,3
2,Arginine on Capto MMC (pH 6),0M,0,9,0.1,0.1,0.95,21,14,20,-1.9261787560405015,0.3565615560559234,0.3885684764030308,0.23716861205778836,0.0,5.551115123125783e-17,-2.2827403120964247,3
2,Arginine on Capto MMC (pH 6),0M,0,12,0.1,0.1,0.95,21,14,20,-0.965379171026298,0.12322844568746172,0.379922128870718,0.2885455994754826,0.0,0.0,-1.0886076167137597,3
2,Arginine on Capto MMC (pH 6),0M,0,15,0.1,0.1,0.95,21,14,20,-0.3207994322304901,0.12322844568746172,0.28961796856485644,0.2885455994754826,0.0,0.0,-0.44402787791795184,3
2,Arginine on Capto MMC (pH 6),0M,0,1,0.1,0.1,1.0,21,14,48,-0.047554888669330664,-0.07575325378847286,0.2853219593590697,0.32785273878159504,0.0,0.0,0.0281983651191422,3
2,Arginine on Capto MMC (pH 6),0M,0,2,0.1,0.1,1.0,21,14,48,-0.07769960660119835,-0.16746438244149742,0.30446622636874027,0.3499974676824435,0.0,0.0,0.08976477584029907,3
2,Arginine on Capto MMC (pH 6),0M,0,3,0.1,0.1,1.0,21,14,48,-0.30521082246748765,-0.5585502323406741,0.3323679851453149,0.40014911001995107,0.0,0.0,0.2533394098731865,3
2,Arginine on Capto MMC (pH 6),0M,0,6,0.1,0.1,1.0,21,14,48,-0.10983962075136855,-0.8738707651059977,0.28434937708210034,0.394267478760643,0.0,1.1102230246251565e-16,0.7640311443546292,3
2,Arginine on Capto MMC (pH 6),0M,0,9,0.1,0.1,1.0,21,14,48,-1.5152546923472547,-0.5794530644375593,0.3590191312868239,0.33427265615658547,0.0,0.0,-0.9358016279096955,3
2,Arginine on Capto MMC (pH 6),0M,0,12,0.1,0.1,1.0,21,14,48,-0.32330783710201083,-0.39021745249258766,0.32000885740161084,0.3294940777691992,0.0,0.0,0.06690961539057683,3
2,Arginine on Capto MMC (pH 6),0M,0,15,0.1,0.1,1.0,21,14,48,-0.07713412075611759,-0.39021745249258766,0.28849937844129087,0.3294940777691992,0.0,0.0,0.31308333173647007,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.0,0.8,21,14,31,-0.12058584498408909,0.00016895364798674706,0.30596309058112103,0.31977935725617435,0.0,0.0,-0.12075479863207583,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.0,0.8,21,14,31,-0.1248340714263163,-0.015244249100093255,0.30589406237575745,0.3210882213834037,0.0,0.0,-0.10958982232622305,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.0,0.8,21,14,31,0.08584201167583316,-0.1343154391507917,0.27764653041755233,0.34034925626742857,0.0,0.0,0.22015745082662486,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.0,0.8,21,14,31,0.040637757150355114,-0.24783497516646658,0.2667280611066123,0.38205420171715715,0.0,0.0,0.2884727323168217,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.0,0.8,21,14,31,0.299888173433712,0.10067090850662685,0.23943486961304225,0.3055122965182694,0.0,0.0,0.19921726492708514,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.0,0.8,21,14,31,0.24540098563391066,-0.39390138880650616,0.23298768214358154,0.36426695246028934,0.0,0.0,0.6393023744404168,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.0,0.8,21,14,31,-0.058317224537842494,-0.39390138880650616,0.2808879253653405,0.36426695246028934,0.0,0.0,0.33558416426866366,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.0,0.85,21,14,36,-0.08672960722728251,-0.010532800804005094,0.3007914662544052,0.3267117076029143,0.0,0.0,-0.07619680642327742,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.0,0.85,21,14,36,-0.07804963784258478,0.012209722752993701,0.30013425949964345,0.3160715861215225,0.0,0.0,-0.09025936059557849,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.0,0.85,21,14,36,0.17278170653802172,0.0259055169939294,0.25747087994749684,0.3116704754292351,0.0,0.0,0.14687618954409232,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.0,0.85,21,14,36,0.09915420808405628,-0.37649988392863243,0.25998265469419335,0.3911808617376679,0.0,0.0,0.4756540920126887,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.0,0.85,21,14,36,0.3844105748360855,0.13805299991479036,0.22307346013145538,0.2946962515921551,5.551115123125783e-17,0.0,0.24635757492129512,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.0,0.85,21,14,36,0.2778254598030443,-0.4269491989855765,0.21841895103658415,0.3613757752078845,0.0,0.0,0.7047746587886208,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.0,0.85,21,14,36,-0.22046752768392808,-0.4269491989855765,0.3074770749695417,0.3613757752078845,0.0,0.0,0.2064816713016484,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.0,0.9,21,14,43,-0.08429306058081987,-0.037961753088395556,0.2997831350797782,0.3244355118770685,0.0,0.0,-0.04633130749242431,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.0,0.9,21,14,43,-0.09886623122803595,-0.06804421437945507,0.29984183374079826,0.32642533065470847,0.0,0.0,-0.03082201684858088,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.0,0.9,21,14,43,0.01816903410279136,-0.07526939873872962,0.2858618974671652,0.329763252714404,0.0,0.0,0.09343843284152098,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.0,0.9,21,14,43,0.04814808911746604,-0.3208034843861538,0.26365710205507126,0.37727838670583663,0.0,0.0,0.36895157350361985,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.0,0.9,21,14,43,0.33102372901437793,-0.05445705164479042,0.22966727320488536,0.3227571185872216,0.0,0.0,0.38548078065916835,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.0,0.9,21,14,43,0.3238211456254736,-0.08479642343339289,0.21753053809045006,0.31334399960420356,0.0,0.0,0.4086175690588665,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.0,0.9,21,14,43,0.22275661979442318,-0.08479642343339289,0.24133339974132872,0.31334399960420356,0.0,0.0,0.30755304322781607,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.0,0.95,21,14,56,-0.018952633082038872,0.04914692319335923,0.285278102323971,0.30609061723251996,0.0,0.0,-0.0680995562753981,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.0,0.95,21,14,56,-0.06888116178319303,-0.04624396613059978,0.29229664330376154,0.3212967283440305,0.0,0.0,-0.022637195652593256,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.0,0.95,21,14,56,-0.032379460897513423,-0.18285648165715562,0.29918042930344446,0.3498825296223111,0.0,0.0,0.1504770207596422,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.0,0.95,21,14,56,0.1901048200126213,-0.3695631332597149,0.2476897400511994,0.37822825630581597,0.0,0.0,0.5596679532723362,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.0,0.95,21,14,56,0.32219206010217627,-0.16128192151358722,0.23135964798520167,0.3405806977862514,0.0,0.0,0.4834739816157635,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.0,0.95,21,14,56,0.35189848357291825,-0.021054601161717423,0.21335330783399717,0.3120288584036139,5.551115123125783e-17,0.0,0.3729530847346357,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.0,0.95,21,14,56,0.3128742172265261,-0.021054601161717423,0.21937309575153643,0.3120288584036139,0.0,0.0,0.3339288183882435,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.0,1.0,21,14,103,-0.002635444584783153,0.007839787859916014,0.2808627852622297,0.31477215498851746,0.0,0.0,-0.010475232444699167,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.0,1.0,21,14,103,-0.03549490241643616,-0.026849234637726482,0.2876884258926567,0.3167653781949747,0.0,0.0,-0.008645667778709676,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.0,1.0,21,14,103,-0.028861858473140378,-0.28412065674767284,0.29436891622486716,0.3650865394798109,0.0,0.0,0.25525879827453246,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.0,1.0,21,14,103,-0.1359248978904284,-0.5655927985150575,0.30756990818947516,0.40463140899868927,0.0,0.0,0.4296679006246291,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.0,1.0,21,14,103,0.042880986103188024,-0.36474484640484595,0.26580658978968696,0.362188742177382,0.0,0.0,0.40762583250803397,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.0,1.0,21,14,103,0.27255677167617853,0.01915762614790706,0.22484323585954027,0.3017612698206151,0.0,0.0,0.2533991455282715,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.0,1.0,21,14,103,0.3000922199023185,0.01915762614790706,0.21232709703834832,0.3017612698206151,0.0,0.0,0.28093459375441143,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.01,0.8,21,14,8,-0.07354978523741518,-0.061514662764785566,0.2968063711599236,0.33540186837616653,0.0,0.0,-0.012035122472629611,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.01,0.8,21,14,8,-0.07877580156672015,-0.11809262255882258,0.3071455512058048,0.342801862253937,0.0,0.0,0.03931682099210243,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.01,0.8,21,14,8,-0.1265518586698151,-0.16743554940085614,0.30823921047825953,0.35519091026818833,0.0,0.0,0.040883690731041034,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.01,0.8,21,14,8,-0.3968451676315472,-0.7737184872413595,0.3296865610626091,0.4129669977402321,0.0,1.1102230246251565e-16,0.3768733196098123,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.01,0.8,21,14,8,-0.40386105012113593,-0.7799304467469422,0.33086523513176935,0.41496043333494476,0.0,1.1102230246251565e-16,0.3760693966258063,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.01,0.8,21,14,8,-0.40386105012113593,-0.7799304467469422,0.33086523513176935,0.41496043333494476,0.0,1.1102230246251565e-16,0.3760693966258063,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.01,0.8,21,14,8,-0.40386105012113593,-0.7799304467469422,0.33086523513176935,0.41496043333494476,0.0,1.1102230246251565e-16,0.3760693966258063,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.01,0.85,21,14,9,-0.0657278091200948,-0.25768079016607626,0.3019914925447339,0.36607133382256113,0.0,0.0,0.19195298104598146,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.01,0.85,21,14,9,-0.12315786047848665,-0.1089075684520302,0.31445292094320465,0.34108537614188333,0.0,0.0,-0.014250292026456446,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.01,0.85,21,14,9,-0.15641684370505637,-0.15613023922415326,0.30821114939871835,0.3521922962973372,0.0,0.0,-0.00028660448090311874,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.01,0.85,21,14,9,-0.29427542674619867,-0.7830899476379192,0.3057931261768825,0.41460793166510584,0.0,0.0,0.4888145208917205,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.01,0.85,21,14,9,-0.2738845573626447,-0.7372749396587088,0.3112340761887145,0.4172883194749247,0.0,0.0,0.4633903822960641,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.01,0.85,21,14,9,-0.2738845573626447,-0.7372749396587088,0.3112340761887145,0.4172883194749247,0.0,0.0,0.4633903822960641,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.01,0.85,21,14,9,-0.2738845573626447,-0.7372749396587088,0.3112340761887145,0.4172883194749247,0.0,0.0,0.4633903822960641,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.01,0.9,21,14,14,-0.10390543591697221,-0.13462805887623364,0.3014554613539217,0.34945970734974585,0.0,0.0,0.030722622959261425,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.01,0.9,21,14,14,-0.14834651043293356,-0.2467137096572367,0.31786965103035053,0.36373464041715214,0.0,0.0,0.09836719922430315,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.01,0.9,21,14,14,-0.18955836553413108,-0.3297010760895096,0.3171035220654869,0.3788271237883509,0.0,0.0,0.14014271055537852,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.01,0.9,21,14,14,-0.11271665654229057,-0.05552205885534045,0.29110426075552126,0.29802953169755214,0.0,0.0,-0.05719459768695012,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.01,0.9,21,14,14,-0.002683172362871966,0.022752738632365377,0.28273421671942656,0.27400591607582736,0.0,0.0,-0.025435910995237343,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.01,0.9,21,14,14,-0.15913453808346656,0.05718153719277663,0.3037570546338706,0.2790741623408424,0.0,0.0,-0.2163160752762432,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.01,0.9,21,14,14,-0.14479785369160636,0.05718153719277663,0.3020513551571465,0.2790741623408424,0.0,0.0,-0.201979390884383,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.01,0.95,21,14,25,-0.05932393606201414,-0.08995448873232537,0.2894510621597193,0.3331253304805914,0.0,0.0,0.03063055267031123,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.01,0.95,21,14,25,-0.08861121400456295,-0.20878622747222098,0.30712341507101354,0.35210899312688365,0.0,0.0,0.12017501346765802,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.01,0.95,21,14,25,-0.20269132550144864,-0.28207088156695326,0.32222231246778066,0.36520189008844145,0.0,0.0,0.07937955606550462,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.01,0.95,21,14,25,-0.12713527411094128,0.11986090250919401,0.29988061803441574,0.2941839810993563,0.0,0.0,-0.2469961766201353,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.01,0.95,21,14,25,-0.13862286501845067,0.2654071709013631,0.26495831245517437,0.23325806744625208,0.0,0.0,-0.4040300359198138,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.01,0.95,21,14,25,-0.7471162864922091,0.2897366016264439,0.3412084882252551,0.22824427255273635,1.1102230246251565e-16,0.0,-1.036852888118653,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.01,0.95,21,14,25,-0.5246715411484912,0.2897366016264439,0.286658191449802,0.22824427255273635,0.0,0.0,-0.8144081427749351,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.01,1.0,21,14,62,-0.033406333471939886,-0.05213619143042347,0.2840173370971511,0.32656214869642314,0.0,0.0,0.018729857958483587,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.01,1.0,21,14,62,-0.05897316540002051,-0.11914989364612838,0.29994138227491657,0.341842209890535,0.0,0.0,0.06017672824610787,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.01,1.0,21,14,62,-0.27509131590555636,-0.3746658669407845,0.32846638065301975,0.3834476819486447,0.0,0.0,0.09957455103522816,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.01,1.0,21,14,62,-0.45863579929771836,-0.5559803287828866,0.3166966904003069,0.35928901601020263,0.0,0.0,0.09734452948516825,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.01,1.0,21,14,62,-0.21016289990950798,-0.16666977730906174,0.268980722046754,0.31277283761290536,0.0,0.0,-0.04349312260044624,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.01,1.0,21,14,62,-0.6678605075201759,-0.040096292973067715,0.34050177029404155,0.30816331036929107,1.1102230246251565e-16,0.0,-0.6277642145471082,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.01,1.0,21,14,62,-0.32299538202978995,-0.040096292973067715,0.3026965723463154,0.30816331036929107,0.0,0.0,-0.28289908905672223,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.05,0.8,21,14,6,-0.14590330739477597,-0.18503783069941893,0.31059092315330994,0.35730173759742545,0.0,0.0,0.039134523304642954,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.05,0.8,21,14,6,-0.1202346283464999,-0.32716905849588684,0.3167470117921036,0.38898413709206764,0.0,0.0,0.20693443014938695,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.05,0.8,21,14,6,-0.17500144906421977,-0.6165790253721852,0.32234591528472384,0.4238061189828472,0.0,0.0,0.44157757630796546,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.05,0.8,21,14,6,-0.12532210210612127,-0.7178065214732929,0.31796139656894673,0.4364637626538325,0.0,0.0,0.5924844193671717,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.05,0.8,21,14,6,-0.12532210210612127,-0.7178065214732929,0.31796139656894673,0.4364637626538325,0.0,0.0,0.5924844193671717,3
2,Arginine on Capto MMC (pH 6),0M,0,12,1.0,0.05,0.8,21,14,6,-0.12532210210612127,-0.7178065214732929,0.31796139656894673,0.4364637626538325,0.0,0.0,0.5924844193671717,3
2,Arginine on Capto MMC (pH 6),0M,0,15,1.0,0.05,0.8,21,14,6,-0.12532210210612127,-0.7178065214732929,0.31796139656894673,0.4364637626538325,0.0,0.0,0.5924844193671717,3
2,Arginine on Capto MMC (pH 6),0M,0,1,1.0,0.05,0.85,21,14,7,-0.1124211775466617,-0.25756177203821884,0.30344340378980234,0.37067866297655333,0.0,0.0,0.14514059449155714,3
2,Arginine on Capto MMC (pH 6),0M,0,2,1.0,0.05,0.85,21,14,7,-0.15877452822066118,-0.29520225011392776,0.32345528873932966,0.382311274904026,0.0,0.0,0.13642772189326657,3
2,Arginine on Capto MMC (pH 6),0M,0,3,1.0,0.05,0.85,21,14,7,-0.16518071678627577,-0.568558668067501,0.3227367415255382,0.4153337931141899,0.0,0.0,0.4033779512812252,3
2,Arginine on Capto MMC (pH 6),0M,0,6,1.0,0.05,0.85,21,14,7,-0.034311336829898176,-0.3532839301110122,0.2893591658673549,0.381558632956369,0.0,0.0,0.31897259328111405,3
2,Arginine on Capto MMC (pH 6),0M,0,9,1.0,0.05,0.85,21,14,7,-0.014125650039113147,-0.3532839301110122,0.28513436017306937,0.381558632956369,0.0,0.0,0.3391582800718991,3
